id	Code	IP	Date	Time	Category
21036	[TU2RCY5Q]	222.246.49.65	12.08.2018	14:59:50	None
21037	[5NI7WHXY]	222.246.49.65	12.08.2018	15:01:03	caviar
21038	[ERJNQ1K5]	170.160.207.25	12.08.2018	15:02:10	semi_manufactures
21039	[JOOA3RLV]	170.160.207.25	12.08.2018	15:02:52	fresh_fish
21040	[JO641CK8]	52.169.138.226	12.08.2018	15:03:15	semi_manufactures
21041	[B2C5AZ71]	170.160.207.25	12.08.2018	15:04:15	fresh_fish
21042	[B2RHREXJ]	222.246.49.65	12.08.2018	15:05:33	caviar
21043	[FCBY1B3Z]	126.75.53.228	12.08.2018	15:05:38	None
21044	[T6XVVWXF]	126.75.53.228	12.08.2018	15:05:49	frozen_fish
21045	[O0Z9YNSO]	52.169.138.226	12.08.2018	15:06:20	None
21046	[EKKVQLWU]	122.151.49.75	12.08.2018	15:07:08	fresh_fish
21047	[J6JJNY4M]	52.169.138.226	12.08.2018	15:07:15	frozen_fish
21048	[JC0TRMPW]	222.246.49.65	12.08.2018	15:08:20	caviar
21049	[N5D3BUKV]	170.160.207.25	12.08.2018	15:09:38	fresh_fish
21050	[K9OTM7ZU]	170.160.207.25	12.08.2018	15:10:06	canned_food
21051	[8UAIN9AC]	52.169.138.226	12.08.2018	15:11:11	semi_manufactures
21052	[KE2KTKN8]	126.75.53.228	12.08.2018	15:12:39	frozen_fish
21053	[HLH88YV8]	96.246.203.129	12.08.2018	15:13:39	frozen_fish
21054	[EE3WEQBN]	96.246.203.129	12.08.2018	15:14:00	caviar
21055	[8STW0E6R]	96.246.203.129	12.08.2018	15:14:00	pay
21056	[E8Q89OZH]	96.246.203.129	12.08.2018	15:14:00	success_pay_9637
21057	[8VKKQHDA]	222.246.49.65	12.08.2018	15:15:33	caviar
21058	[9O18WK85]	52.169.138.226	12.08.2018	15:15:45	semi_manufactures
21059	[XT876A26]	222.246.49.65	12.08.2018	15:16:31	caviar
21060	[HOW8HUOH]	52.169.138.226	12.08.2018	15:18:03	semi_manufactures
21061	[XX1GWI8S]	170.160.207.25	12.08.2018	15:19:41	semi_manufactures
21062	[Q8QWCG85]	170.160.207.25	12.08.2018	15:20:12	semi_manufactures
21063	[9BM76LLG]	52.169.138.226	12.08.2018	15:20:34	None
21064	[GJVZWR6Y]	170.160.207.25	12.08.2018	15:20:48	cart
21065	[JZT3IO5B]	52.169.138.226	12.08.2018	15:21:26	canned_food
21066	[6WRQZRMD]	222.246.49.65	12.08.2018	15:22:33	fresh_fish
21067	[4H0NJQ8I]	52.169.138.226	12.08.2018	15:23:43	None
21068	[5W8VJCUC]	222.246.49.65	12.08.2018	15:25:15	fresh_fish
21069	[ISKRIY3K]	52.169.138.226	12.08.2018	15:26:31	semi_manufactures
21070	[Q5PDSLKM]	52.169.138.226	12.08.2018	15:27:55	caviar
21071	[XV3DL4A1]	52.169.138.226	12.08.2018	15:29:12	caviar
21072	[MW8IGQXL]	52.169.138.226	12.08.2018	15:30:42	caviar
21073	[DPLS7VHI]	52.169.138.226	12.08.2018	15:30:42	pay
21074	[QTHH9ZRJ]	52.169.138.226	12.08.2018	15:30:42	success_pay_9639
21075	[Q7XCI0CO]	222.246.49.65	12.08.2018	15:31:16	None
21076	[7N5O3B43]	170.160.207.25	12.08.2018	15:32:50	semi_manufactures
21077	[9WTBLRCM]	222.246.49.65	12.08.2018	15:34:29	caviar
21078	[GQKUKLPF]	170.160.207.25	12.08.2018	15:36:01	None
21079	[6TBDLJ95]	170.160.207.25	12.08.2018	15:36:54	canned_food
21080	[US6LB58S]	170.160.207.25	12.08.2018	15:37:43	frozen_fish
21081	[VI1C0EE8]	170.160.207.25	12.08.2018	15:37:54	frozen_fish
21082	[WB7OG2CC]	170.160.207.25	12.08.2018	15:38:14	None
21083	[2MBP8CB2]	170.160.207.25	12.08.2018	15:39:21	frozen_fish
21084	[FUMV3HEE]	170.160.207.25	12.08.2018	15:40:23	frozen_fish
21085	[NVMXQ9WD]	170.160.207.25	12.08.2018	15:40:42	caviar
21086	[QXY448X7]	170.160.207.25	12.08.2018	15:41:25	None
21087	[GH83CK63]	170.160.207.25	12.08.2018	15:41:40	frozen_fish
21088	[H2KSLIED]	170.160.207.25	12.08.2018	15:42:24	frozen_fish
21089	[B71BJODU]	170.160.207.25	12.08.2018	15:42:24	pay
21090	[LZNH00Y0]	170.160.207.25	12.08.2018	15:42:24	success_pay_9638
21091	[61TPWIET]	224.234.185.93	12.08.2018	15:43:23	None
21092	[9T70T9BM]	246.94.121.42	12.08.2018	15:44:09	canned_food
21093	[O17A1MPW]	19.248.210.40	12.08.2018	15:44:44	semi_manufactures
21094	[YZ4F9Z4M]	19.248.210.40	12.08.2018	15:46:15	semi_manufactures
21095	[FJJVSN7A]	224.234.185.93	12.08.2018	15:47:31	frozen_fish
21096	[6YRHFMRP]	224.234.185.93	12.08.2018	15:48:02	semi_manufactures
21097	[BFRH1U6X]	246.94.121.42	12.08.2018	15:49:03	canned_food
21098	[UZOH4DNF]	19.248.210.40	12.08.2018	15:50:00	None
21099	[66UY972B]	246.94.121.42	12.08.2018	15:51:40	canned_food
21100	[48CYYRSP]	246.94.121.42	12.08.2018	15:51:46	canned_food
21101	[2PE2AZGS]	224.234.185.93	12.08.2018	15:51:54	caviar
21102	[UVZXPEIQ]	224.234.185.93	12.08.2018	15:52:41	caviar
21103	[I5S4ZM15]	19.248.210.40	12.08.2018	15:54:04	fresh_fish
21104	[4DMEL54X]	224.234.185.93	12.08.2018	15:54:56	caviar
21105	[A9AMTNXT]	246.94.121.42	12.08.2018	15:56:33	fresh_fish
21106	[QPRPD3KE]	246.94.121.42	12.08.2018	15:57:26	frozen_fish
21107	[BZVLKG4B]	246.94.121.42	12.08.2018	15:58:40	caviar
21108	[DB97RJZ1]	19.248.210.40	12.08.2018	16:00:07	fresh_fish
21109	[R4LL5CYM]	19.248.210.40	12.08.2018	16:00:52	cart
21110	[S98DI4VZ]	224.234.185.93	12.08.2018	16:01:52	frozen_fish
21111	[DT5FPF09]	19.248.210.40	12.08.2018	16:03:05	caviar
21112	[XBCBYJPG]	19.248.210.40	12.08.2018	16:04:21	fresh_fish
21113	[ATVVCAB0]	246.94.121.42	12.08.2018	16:04:37	None
21114	[S440M6WE]	246.94.121.42	12.08.2018	16:05:05	fresh_fish
21115	[F8Y0K7XW]	19.248.210.40	12.08.2018	16:06:15	caviar
21116	[XH2ZCHHA]	224.234.185.93	12.08.2018	16:06:24	frozen_fish
21117	[X5IGH3C8]	224.234.185.93	12.08.2018	16:06:49	None
21118	[PCYIYAI9]	224.234.185.93	12.08.2018	16:07:28	fresh_fish
21119	[LGPFWTO9]	19.248.210.40	12.08.2018	16:08:22	caviar
21120	[JYKWFXOO]	19.248.210.40	12.08.2018	16:08:48	caviar
21121	[IPUZRU74]	246.94.121.42	12.08.2018	16:08:57	canned_food
21122	[T2AU3JV3]	19.248.210.40	12.08.2018	16:09:12	None
21123	[F68ARIVI]	224.234.185.93	12.08.2018	16:09:31	fresh_fish
21124	[JIL4Q2EJ]	224.234.185.93	12.08.2018	16:10:01	fresh_fish
21125	[9II0M869]	224.234.185.93	12.08.2018	16:10:37	semi_manufactures
21126	[4SAZ5AHE]	19.248.210.40	12.08.2018	16:10:40	fresh_fish
21127	[G0KDJP0D]	224.234.185.93	12.08.2018	16:11:24	semi_manufactures
21128	[FIA08GXE]	246.94.121.42	12.08.2018	16:12:26	caviar
21129	[V66QF10B]	224.234.185.93	12.08.2018	16:13:00	None
21130	[E5XWCJKA]	19.248.210.40	12.08.2018	16:13:48	fresh_fish
21131	[CTI26Y11]	19.248.210.40	12.08.2018	16:13:48	pay
21132	[LQWTIMTH]	19.248.210.40	12.08.2018	16:13:48	success_pay_9642
21133	[1GR1TWYH]	224.234.185.93	12.08.2018	16:15:05	semi_manufactures
21134	[SLT6NK7B]	224.234.185.93	12.08.2018	16:15:28	fresh_fish
21135	[CZI0ANCS]	224.234.185.93	12.08.2018	16:16:22	None
21136	[XMP4WF40]	224.234.185.93	12.08.2018	16:17:52	frozen_fish
21137	[9I3LCLIC]	224.234.185.93	12.08.2018	16:18:45	semi_manufactures
21138	[7T9HWY9K]	224.234.185.93	12.08.2018	16:19:35	caviar
21139	[12SVPCD0]	224.234.185.93	12.08.2018	16:20:16	caviar
21140	[L2564QJS]	186.154.65.249	12.08.2018	16:21:21	None
21141	[TC9TJUJZ]	159.90.54.84	12.08.2018	16:21:56	None
21142	[2FIFAHDU]	207.232.231.217	12.08.2018	16:22:58	None
21143	[1VB5D56I]	186.154.65.249	12.08.2018	16:23:47	fresh_fish
21144	[05T4Z0B8]	148.127.59.52	12.08.2018	16:24:11	None
21145	[PVTXWPWL]	118.198.21.217	12.08.2018	16:24:40	semi_manufactures
21146	[R37MGQNB]	148.127.59.52	12.08.2018	16:24:44	semi_manufactures
21147	[Q46ULTY3]	218.62.47.141	12.08.2018	16:26:16	None
21148	[JSJZUL77]	186.154.65.249	12.08.2018	16:27:08	fresh_fish
21149	[KSRDR8OY]	118.198.21.217	12.08.2018	16:28:30	caviar
21150	[9855VCCC]	217.28.221.5	12.08.2018	16:29:39	fresh_fish
21151	[49MVUKFW]	186.154.65.249	12.08.2018	16:30:16	fresh_fish
21152	[GWPYS0CK]	218.62.47.141	12.08.2018	16:30:51	semi_manufactures
21153	[75IL2I68]	218.62.47.141	12.08.2018	16:32:04	semi_manufactures
21154	[DK39H9PP]	186.154.65.249	12.08.2018	16:32:40	caviar
21155	[TLG9B3L7]	20.47.30.145	12.08.2018	16:33:16	None
21156	[8EZ7079E]	113.146.128.18	12.08.2018	16:34:55	None
21157	[ZC7O5ONC]	218.62.47.141	12.08.2018	16:34:57	semi_manufactures
21158	[C1AFATL1]	113.146.128.18	12.08.2018	16:35:05	semi_manufactures
21159	[WU58XDN7]	113.146.128.18	12.08.2018	16:35:35	semi_manufactures
21160	[FQAEPB1U]	217.28.221.5	12.08.2018	16:37:02	fresh_fish
21161	[9E1CZOMH]	217.28.221.5	12.08.2018	16:37:09	fresh_fish
21162	[WADFSDIZ]	148.127.59.52	12.08.2018	16:37:25	frozen_fish
21163	[YI93OCE5]	159.90.54.84	12.08.2018	16:37:44	caviar
21164	[0JON9J3Z]	113.146.128.18	12.08.2018	16:38:38	caviar
21165	[V8R2EAB9]	20.47.30.145	12.08.2018	16:39:54	frozen_fish
21166	[P5NDNYFA]	113.146.128.18	12.08.2018	16:41:09	semi_manufactures
21167	[QSM9HOBM]	207.232.231.217	12.08.2018	16:42:30	caviar
21168	[GALP2QH7]	207.232.231.217	12.08.2018	16:44:05	caviar
21169	[GBSL9V5I]	113.146.128.18	12.08.2018	16:45:17	None
21170	[UYCYMMAI]	191.127.13.49	12.08.2018	16:46:28	canned_food
21171	[BSFJI1G1]	218.62.47.141	12.08.2018	16:47:58	semi_manufactures
21172	[KS5BONVR]	20.47.30.145	12.08.2018	16:49:25	frozen_fish
21173	[RUTWQNOA]	207.232.231.217	12.08.2018	16:50:27	None
21174	[N7VL516E]	186.154.65.249	12.08.2018	16:50:42	caviar
21175	[Y8YLM78H]	186.154.65.249	12.08.2018	16:51:43	None
21176	[JDM4PTSL]	118.198.21.217	12.08.2018	16:52:51	canned_food
21177	[TKL24HTV]	217.28.221.5	12.08.2018	16:54:12	cart
21178	[0EO3OT1C]	218.62.47.141	12.08.2018	16:55:39	None
21179	[R0GF6XQ1]	148.127.59.52	12.08.2018	16:56:48	frozen_fish
21180	[VB2M6WCK]	207.232.231.217	12.08.2018	16:57:00	caviar
21181	[F6E8JMWI]	207.232.231.217	12.08.2018	16:57:15	fresh_fish
21182	[ZJ3VFKLM]	159.90.54.84	12.08.2018	16:57:53	fresh_fish
21183	[BYC8O311]	218.62.47.141	12.08.2018	16:58:31	semi_manufactures
21184	[HP7KMJL5]	191.127.13.49	12.08.2018	16:59:27	canned_food
21185	[8YRR9M8O]	191.127.13.49	12.08.2018	17:00:04	None
21186	[TMNMPW1H]	218.62.47.141	12.08.2018	17:01:17	semi_manufactures
21187	[3LIF1R2O]	148.127.59.52	12.08.2018	17:01:31	frozen_fish
21188	[AY8YPIIH]	218.62.47.141	12.08.2018	17:01:53	None
21189	[RDR1RII8]	217.28.221.5	12.08.2018	17:03:20	caviar
21190	[CDLDPDJQ]	118.198.21.217	12.08.2018	17:03:54	canned_food
21191	[P9P16MJB]	191.127.13.49	12.08.2018	17:04:25	caviar
21192	[8G80LJQW]	118.198.21.217	12.08.2018	17:05:36	canned_food
21193	[QYZ6VUOV]	218.62.47.141	12.08.2018	17:05:43	semi_manufactures
21194	[L6TMSGDT]	113.146.128.18	12.08.2018	17:06:02	semi_manufactures
21195	[XNSZ53S0]	148.127.59.52	12.08.2018	17:07:35	None
21196	[KIOE6IBE]	118.198.21.217	12.08.2018	17:08:33	canned_food
21197	[YI412DJN]	207.232.231.217	12.08.2018	17:08:49	None
21198	[KAPZ4EW2]	186.154.65.249	12.08.2018	17:09:07	caviar
21199	[R9FT2UF6]	148.127.59.52	12.08.2018	17:09:41	caviar
21200	[YMNR7BH6]	113.146.128.18	12.08.2018	17:09:44	semi_manufactures
21201	[8GTEBMWK]	191.127.13.49	12.08.2018	17:10:56	caviar
21202	[3OZ3SE3K]	159.90.54.84	12.08.2018	17:11:14	fresh_fish
21203	[03Q25JH3]	218.62.47.141	12.08.2018	17:11:22	semi_manufactures
21204	[QQPVYUIT]	148.127.59.52	12.08.2018	17:13:02	cart
21205	[CM4J6FC4]	217.28.221.5	12.08.2018	17:14:34	semi_manufactures
21206	[3EDSXNTQ]	118.198.21.217	12.08.2018	17:14:54	canned_food
21207	[RP5ZYQQ0]	186.154.65.249	12.08.2018	17:16:31	frozen_fish
21208	[ULWX7KBB]	113.146.128.18	12.08.2018	17:17:21	fresh_fish
21209	[WEXODG8O]	118.198.21.217	12.08.2018	17:18:05	canned_food
21210	[F1VMF50A]	148.127.59.52	12.08.2018	17:18:47	frozen_fish
21211	[5WX4B9FU]	148.127.59.52	12.08.2018	17:19:36	fresh_fish
21212	[TMKBFOL9]	118.198.21.217	12.08.2018	17:19:55	fresh_fish
21213	[2FFO57BC]	20.47.30.145	12.08.2018	17:19:59	frozen_fish
21214	[CX6IRUEF]	159.90.54.84	12.08.2018	17:20:18	fresh_fish
21215	[CYKG3HKP]	113.146.128.18	12.08.2018	17:20:31	fresh_fish
21216	[6F5VKUUR]	191.127.13.49	12.08.2018	17:21:04	caviar
21217	[4OE8XM9Z]	217.28.221.5	12.08.2018	17:21:11	fresh_fish
21218	[XDTJW8C3]	118.198.21.217	12.08.2018	17:21:55	frozen_fish
21219	[OMTQQY6Z]	148.127.59.52	12.08.2018	17:23:29	fresh_fish
21220	[I0C3ZBGU]	218.62.47.141	12.08.2018	17:25:02	cart
21221	[6A5AUGCI]	148.127.59.52	12.08.2018	17:26:31	fresh_fish
21222	[W5X381F0]	207.232.231.217	12.08.2018	17:27:18	canned_food
21223	[I559BLPP]	159.90.54.84	12.08.2018	17:28:27	fresh_fish
21224	[3MQF3KL5]	217.28.221.5	12.08.2018	17:29:16	fresh_fish
21225	[JN6PQ070]	148.127.59.52	12.08.2018	17:30:40	fresh_fish
21226	[3XR317LE]	217.28.221.5	12.08.2018	17:31:09	cart
21227	[4XU55NN3]	207.232.231.217	12.08.2018	17:31:56	fresh_fish
21228	[QKYWGXQ2]	186.154.65.249	12.08.2018	17:32:15	caviar
21229	[1PMLDNAP]	218.62.47.141	12.08.2018	17:33:04	semi_manufactures
21230	[TIFM9C6B]	207.232.231.217	12.08.2018	17:33:55	fresh_fish
21231	[VK6ZTQ5G]	148.127.59.52	12.08.2018	17:35:28	fresh_fish
21232	[VBRTJ66L]	218.62.47.141	12.08.2018	17:35:53	semi_manufactures
21233	[HY5X767U]	186.154.65.249	12.08.2018	17:37:29	None
21234	[QXBTWXVJ]	191.127.13.49	12.08.2018	17:38:09	canned_food
21235	[3PZISAMD]	186.154.65.249	12.08.2018	17:39:20	caviar
21236	[Q5EK1OHU]	218.62.47.141	12.08.2018	17:40:33	semi_manufactures
21237	[9CONQ5KN]	186.154.65.249	12.08.2018	17:41:01	frozen_fish
21238	[OBW0VALG]	148.127.59.52	12.08.2018	17:42:39	fresh_fish
21239	[5F9T2TJA]	207.232.231.217	12.08.2018	17:42:46	cart
21240	[ADMOXGXY]	159.90.54.84	12.08.2018	17:43:57	cart
21241	[DGVDNKE4]	148.127.59.52	12.08.2018	17:45:18	cart
21242	[TSKAPQCH]	20.47.30.145	12.08.2018	17:46:39	semi_manufactures
21243	[KYM0W2HU]	217.28.221.5	12.08.2018	17:46:44	caviar
21244	[ON326ZV6]	217.28.221.5	12.08.2018	17:46:44	pay
21245	[I5UZX3B9]	217.28.221.5	12.08.2018	17:46:44	success_pay_9652
21246	[X4WRVAQH]	186.154.65.249	12.08.2018	17:46:52	frozen_fish
21247	[4WXGWRYT]	148.127.59.52	12.08.2018	17:47:39	canned_food
21248	[6JYV7O6O]	148.127.59.52	12.08.2018	17:48:03	None
21249	[H0SY52RF]	207.232.231.217	12.08.2018	17:49:00	caviar
21250	[4712D65U]	207.232.231.217	12.08.2018	17:49:00	pay
21251	[RGJ8C02I]	207.232.231.217	12.08.2018	17:49:00	success_pay_9645
21252	[B37S5GVU]	186.154.65.249	12.08.2018	17:49:56	cart
21253	[Y6S8P5RU]	191.127.13.49	12.08.2018	17:51:26	caviar
21254	[X2DM09VU]	159.90.54.84	12.08.2018	17:51:33	caviar
21255	[2IWUIYS8]	20.47.30.145	12.08.2018	17:52:05	semi_manufactures
21256	[DEX2AFEH]	113.146.128.18	12.08.2018	17:52:09	frozen_fish
21257	[5FF21NBL]	191.127.13.49	12.08.2018	17:53:43	caviar
21258	[13NSWZ1E]	148.127.59.52	12.08.2018	17:55:11	caviar
21259	[OXZ5H8GD]	148.127.59.52	12.08.2018	17:56:10	caviar
21260	[1S1L709U]	118.198.21.217	12.08.2018	17:57:50	None
21261	[7IFPPCVS]	186.154.65.249	12.08.2018	17:58:00	frozen_fish
21262	[J5M7L0V3]	148.127.59.52	12.08.2018	17:58:06	caviar
21263	[ZKN59826]	191.127.13.49	12.08.2018	17:58:53	frozen_fish
21264	[VLUNR7KZ]	218.62.47.141	12.08.2018	18:00:08	semi_manufactures
21265	[SW7MY4GP]	186.154.65.249	12.08.2018	18:00:31	semi_manufactures
21266	[F65RKD8B]	159.90.54.84	12.08.2018	18:01:37	caviar
21267	[LBTDMVUI]	113.146.128.18	12.08.2018	18:02:47	frozen_fish
21268	[CFJYJRSS]	186.154.65.249	12.08.2018	18:03:12	None
21269	[M98O8GF1]	191.127.13.49	12.08.2018	18:03:49	caviar
21270	[I51JN9D3]	159.90.54.84	12.08.2018	18:05:03	canned_food
21271	[JKWBYB7D]	159.90.54.84	12.08.2018	18:05:03	pay
21272	[YDLXQU6A]	159.90.54.84	12.08.2018	18:05:03	success_pay_9643
21273	[2N9SJ8DV]	20.47.30.145	12.08.2018	18:05:13	None
21274	[6EOB0W0C]	118.198.21.217	12.08.2018	18:06:43	frozen_fish
21275	[WD4FVAUM]	218.62.47.141	12.08.2018	18:07:48	semi_manufactures
21276	[DCJHGVEE]	118.198.21.217	12.08.2018	18:08:43	frozen_fish
21277	[ZUJXCKSG]	186.154.65.249	12.08.2018	18:09:27	canned_food
21278	[QLNZ75YW]	118.198.21.217	12.08.2018	18:10:25	canned_food
21279	[9ZPIA0HT]	186.154.65.249	12.08.2018	18:10:39	canned_food
21280	[52WZG6JM]	186.154.65.249	12.08.2018	18:11:38	canned_food
21281	[UPYJY9LV]	218.62.47.141	12.08.2018	18:12:01	canned_food
21282	[BDQER4Y4]	148.127.59.52	12.08.2018	18:12:49	caviar
21283	[7TS7BTQW]	191.127.13.49	12.08.2018	18:13:05	fresh_fish
21284	[EFVO9MN8]	186.154.65.249	12.08.2018	18:14:42	canned_food
21285	[YTZNYYCK]	186.154.65.249	12.08.2018	18:15:59	canned_food
21286	[87WR6C7X]	20.47.30.145	12.08.2018	18:16:35	frozen_fish
21287	[O9DCZ1XT]	20.47.30.145	12.08.2018	18:16:45	semi_manufactures
21288	[ASC7MUW2]	191.127.13.49	12.08.2018	18:17:40	canned_food
21289	[5IJKXPUY]	148.127.59.52	12.08.2018	18:17:58	canned_food
21290	[SS1S1OR3]	218.62.47.141	12.08.2018	18:18:05	semi_manufactures
21291	[VB2LKPPV]	20.47.30.145	12.08.2018	18:18:27	semi_manufactures
21292	[4HOMU4YN]	118.198.21.217	12.08.2018	18:19:31	None
21293	[SJUXYJ5W]	20.47.30.145	12.08.2018	18:21:04	cart
21294	[NXQDBPD4]	20.47.30.145	12.08.2018	18:22:22	caviar
21295	[5SRFF0IF]	148.127.59.52	12.08.2018	18:22:38	fresh_fish
21296	[8D2CTAE0]	148.127.59.52	12.08.2018	18:23:37	fresh_fish
21297	[XYR13WYJ]	148.127.59.52	12.08.2018	18:23:49	fresh_fish
21298	[6JYRE9MQ]	148.127.59.52	12.08.2018	18:23:49	pay
21299	[FAVI77IP]	148.127.59.52	12.08.2018	18:23:49	success_pay_9646
21300	[GLN66X09]	218.62.47.141	12.08.2018	18:24:48	None
21301	[NAYXUS1F]	218.62.47.141	12.08.2018	18:26:21	fresh_fish
21302	[BJ7KZU7Q]	218.62.47.141	12.08.2018	18:27:01	fresh_fish
21303	[V53CA0ZX]	20.47.30.145	12.08.2018	18:28:16	caviar
21304	[20JL499K]	186.154.65.249	12.08.2018	18:29:56	canned_food
21305	[KSSTYZW9]	218.62.47.141	12.08.2018	18:30:33	fresh_fish
21306	[AHJMSBAO]	218.62.47.141	12.08.2018	18:31:07	fresh_fish
21307	[BW4V0XIK]	20.47.30.145	12.08.2018	18:32:34	canned_food
21308	[EGZ2FRU6]	218.62.47.141	12.08.2018	18:33:09	None
21309	[TX3QS8PL]	20.47.30.145	12.08.2018	18:33:37	frozen_fish
21310	[EO3DINAN]	186.154.65.249	12.08.2018	18:34:00	canned_food
21311	[VUVO4X99]	20.47.30.145	12.08.2018	18:34:37	frozen_fish
21312	[5JC9QFR2]	218.62.47.141	12.08.2018	18:34:46	semi_manufactures
21313	[0HM5GVV9]	20.47.30.145	12.08.2018	18:35:52	frozen_fish
21314	[QZ9KLYX6]	20.47.30.145	12.08.2018	18:36:22	None
21315	[XGI9EPFW]	186.154.65.249	12.08.2018	18:37:24	canned_food
21316	[0IL5OPOR]	186.154.65.249	12.08.2018	18:37:24	pay
21317	[VG40TTZS]	186.154.65.249	12.08.2018	18:37:24	success_pay_9650
21318	[VMG3CGBC]	20.47.30.145	12.08.2018	18:38:46	frozen_fish
21319	[QAVLVMIV]	20.47.30.145	12.08.2018	18:39:21	cart
21320	[EGZPWM2F]	218.62.47.141	12.08.2018	18:40:32	None
21321	[OZW6KL8W]	20.47.30.145	12.08.2018	18:40:47	semi_manufactures
21322	[T99AI1C7]	218.62.47.141	12.08.2018	18:41:53	frozen_fish
21323	[8JR9AJ9S]	20.47.30.145	12.08.2018	18:42:05	semi_manufactures
21324	[RJA3UIBU]	218.62.47.141	12.08.2018	18:43:18	frozen_fish
21325	[J1SDPWVE]	218.62.47.141	12.08.2018	18:44:45	frozen_fish
21326	[9ETQ2T4P]	218.62.47.141	12.08.2018	18:44:45	pay
21327	[O6XIPCUE]	218.62.47.141	12.08.2018	18:44:45	success_pay_9651
21328	[7T8J9FCQ]	20.47.30.145	12.08.2018	18:45:32	caviar
21329	[OXTBWS84]	20.47.30.145	12.08.2018	18:47:03	None
21330	[SC4P90XA]	20.47.30.145	12.08.2018	18:48:22	semi_manufactures
21331	[A1L1OVDK]	20.47.30.145	12.08.2018	18:49:31	semi_manufactures
21332	[71H24Y11]	20.47.30.145	12.08.2018	18:50:40	None
21333	[FSILA64U]	20.47.30.145	12.08.2018	18:51:53	frozen_fish
21334	[93E28G6G]	20.47.30.145	12.08.2018	18:51:56	frozen_fish
21335	[6S48NNK4]	20.47.30.145	12.08.2018	18:51:56	pay
21336	[PUKHAWCR]	20.47.30.145	12.08.2018	18:51:56	success_pay_9647
21337	[1XIDM7WB]	169.91.175.246	12.08.2018	18:53:01	None
21338	[GXHSNDVX]	119.40.25.73	12.08.2018	18:53:32	canned_food
21339	[O5HNUWZN]	119.40.25.73	12.08.2018	18:53:49	frozen_fish
21340	[P94RQRHC]	237.183.116.160	12.08.2018	18:54:58	None
21341	[TRPEAUYJ]	119.40.25.73	12.08.2018	18:55:53	None
21342	[VIA57NP2]	160.191.123.160	12.08.2018	18:57:22	None
21343	[LXQ68EC8]	160.191.123.160	12.08.2018	18:58:37	frozen_fish
21344	[QCY8YVCB]	237.183.116.160	12.08.2018	18:59:48	semi_manufactures
21345	[VUSAP9QU]	204.102.27.73	12.08.2018	19:00:33	caviar
21346	[3TIIA80L]	237.183.116.160	12.08.2018	19:01:05	None
21347	[A7ZDF2C9]	42.255.29.78	12.08.2018	19:01:18	None
21348	[06798WMT]	5.52.240.147	12.08.2018	19:02:16	None
21349	[KNMFLVYL]	160.191.123.160	12.08.2018	19:03:14	frozen_fish
21350	[WW37E6U9]	237.183.116.160	12.08.2018	19:04:31	caviar
21351	[XJB0T4WB]	160.191.123.160	12.08.2018	19:05:27	caviar
21352	[8DV76DNC]	42.255.29.78	12.08.2018	19:05:37	semi_manufactures
21353	[2VLU39KE]	34.255.130.207	12.08.2018	19:06:57	None
21354	[V1L1215C]	204.102.27.73	12.08.2018	19:08:31	canned_food
21355	[SBO9HIRI]	204.102.27.73	12.08.2018	19:09:39	None
21356	[D3HCCYAG]	5.52.240.147	12.08.2018	19:10:01	semi_manufactures
21357	[L1D4HECY]	160.191.123.160	12.08.2018	19:10:24	None
21358	[B40FR7RK]	237.183.116.160	12.08.2018	19:10:43	None
21359	[ZM9E9D4O]	237.183.116.160	12.08.2018	19:12:17	canned_food
21360	[O7GB96WO]	5.52.240.147	12.08.2018	19:12:44	caviar
21361	[03APSXT0]	237.183.116.160	12.08.2018	19:12:49	None
21362	[VR3P6K6U]	237.183.116.160	12.08.2018	19:13:22	semi_manufactures
21363	[Q84YD4OR]	119.40.25.73	12.08.2018	19:13:31	semi_manufactures
21364	[DKHR72ZB]	5.52.240.147	12.08.2018	19:14:22	caviar
21365	[VNZ1D9BO]	160.191.123.160	12.08.2018	19:16:01	caviar
21366	[O2JKBTPT]	237.183.116.160	12.08.2018	19:16:51	semi_manufactures
21367	[BYPK69SM]	34.255.130.207	12.08.2018	19:17:54	caviar
21368	[G4I22WFM]	169.91.175.246	12.08.2018	19:18:50	fresh_fish
21369	[09DOOI5G]	169.91.175.246	12.08.2018	19:19:45	fresh_fish
21370	[DOVVCIXW]	34.255.130.207	12.08.2018	19:21:25	caviar
21371	[4B413MUG]	169.91.175.246	12.08.2018	19:21:37	fresh_fish
21372	[JQECLU9M]	42.255.29.78	12.08.2018	19:21:50	fresh_fish
21373	[4JKIJDOU]	34.255.130.207	12.08.2018	19:23:02	None
21374	[LFXD6I58]	204.102.27.73	12.08.2018	19:24:30	frozen_fish
21375	[URKGJ1TR]	204.102.27.73	12.08.2018	19:25:59	frozen_fish
21376	[D61U8SXS]	237.183.116.160	12.08.2018	19:26:28	semi_manufactures
21377	[DA0L2886]	119.40.25.73	12.08.2018	19:27:48	semi_manufactures
21378	[I489TCGX]	169.91.175.246	12.08.2018	19:28:21	frozen_fish
21379	[JUS7URRX]	5.52.240.147	12.08.2018	19:29:52	None
21380	[JE9WJD5S]	34.255.130.207	12.08.2018	19:30:14	canned_food
21381	[ZO7QPTZC]	169.91.175.246	12.08.2018	19:31:43	frozen_fish
21382	[L8DVJJ4G]	169.91.175.246	12.08.2018	19:33:17	semi_manufactures
21383	[8O2LSNJY]	204.102.27.73	12.08.2018	19:33:19	frozen_fish
